sentiment, sentence
5,best smartphone for under $100 bar none.
2,Mouse and Keyboard from an ergonomic standpoint are wonderful. Mouse is responsive and setup was in fact ...
3,Warning on Warranty
1,Mouse is broken
5,Quality
5,Quality
5,Do the job.
5,Great price
5,Great price
1,Outstanding value!  Not!
2,Had to return it. Had wierd power up issues ...
3,Worth the price of admission
1,Mouse works great.  Keyboard is a bust.
3,"It works fine, but I am returning because the click"" sound ..."""
3,"Good grip, functional and protects!"
2,Too many difficult features
1,Camera sound won't turn off!!!
3,The products individually look nice and work ok so far (only 1 week in)
2,"Keyboard works fine, but the mouse is awful"
1,Does not work. Will not turn on.
5,Simple well designed good value 6S case
1,"A nice looking, light but dysfunctional phone."
4,Nice case
1,low quality
1,"Malfunctions with certain games, started to get silly errors within a few weeks, almost unusable less than a year later"
1,TERRIBLE RANGE!!
2,Died wont charge. Not even six months.
5,iPhone phone case
5,iPhone 6S
1,volume problems!
3,I love 5 button mice and will never not own one
1,constant connectivity issues
3,Just a wired mouse!
3,Just OK
1,Good Luck!
5,It's ok
3,phone is very good but the bad that some applications can not download ...
3,Would give it 4 but it gets a 3 for not sending what was promised
1,too bad I can't return it
1,Annoying!
5,Works with Net 10 (Tracfone)
5,Worth it !
3,"mouse great, keyboard great when it works, irritating when it doesn't"
2,It does not have an easy travel either
4,... have had this for over a month now and like it quite a bit
1,HORRIBLE PURCHASE! THE BATTERY FOR BOTH OF THE PHONES I ORDERED DIE WITHIN THE HOUR.
2,"Good quality, poor performance"
1,Waw
3,Extremely disappointed - Had to go out and buy a new ...
2,Not what I expected
1,this product stopped working after 5 months. All the ...
1,You must read before you buy. No HDMI cable!!!
5,Highly recommended!
3,Faulty Scroll Wheel
1,The keyboard is super delayed and absolute junk.
5,AWESOME
3,They are okay
2,I brought this phone for my grandson's graduation present. ...
1,Cracked.
1,Tossed this in the trash - occasionally long delay before ...
1,Left click barely works after <1 year of use..
3,Ipone 6 in very good cosmetic and working condition
3,"Good mouse, not PS4 compatible"
5,"Unbelivably better than my expectations, great phone and service"
4,Nice cheap case
5,"Came in perfect condition, not a scratch on it and it ..."
5,... but they gave me a gold one but I’m satisfied best phone
4,Works good but a little damaged
5,AT&T phone
2,Wtf...?
5,Happy Customer!
2,It's the worst experience with Logitch Products
5,A+
5,A+
1,Go back to your humble beginnings and don't put garbage out on the market
1,Waiting for the refund
5,Top class iPhone 6s case.
3,Awful
4,"Good phone, battery is so-so"
3,The mouse feels heavy and sticky which is truly an ...
4,it can get annoying. All in all though the phone is great
1,Stopped working after 4 months. When I took it ...
5,As new
1,TERRIBLE PRODUCTS
2,Kiddie keyboard
5,Good item
5,Good item
3,good quality.
3,NOT a 1080p or even 720p video camera!  Otherwise good for its price
1,Great value and picture (UPDATE: picture didn't last)
3,Worked fine but neither the keyboard nor the mouse had the ...
2,Be careful with the scroll wheel
1,Cheap - dies within months.
3,Keyboard smaller size and hard to press spacebar
2,The phone was in perfect condition physically (no scratches and looked brand new) but ...
5,Sit back and enjoy the show.
2,I felt like I was using a mouse of the future... until it broke
2,Not good manufacturing quality.
3,"Distance from the USB receiver really, really matters!"
1,Defective scroll wheel after 3 mos of use.
1,Slow internet access
2,"The keyboard is OK, the mouse is not great"
1,Quality
3,its under 20 bucks to get rid of cords
3,but the other buttons like F1.
3,Don't lose the mouse.
2,Scroll wheel broke after a month of use.
2,Review after 2 months of use
3,Does what it says!!!
5,Great quality and style
4,excellent cell phone with very good performance
5,Got it today works fine im going to take it to cricket and see ...
5,ONE happy husband
5,Excellent!
5,Excellent!
1,"and much worst, charger missing"
1,When I received this iPhone 6 for my daughter but ...
1,Looks good but defective.
1,"The phone is not really ok, it keeps asking ..."
1,Receivers missing from 2 different units.
5,GREAT PHONE
4,The box is so cute and I love the marketing on it
1,"Wireless mouse works fine, but wireless keyboard constantly delays"
5,Nice quality earphones
1,The case was delivered on time but the only problem ...
2,NOt that great
1,Buy if youre into disposable pc devices
3,... little quick but other than that I am in love wit this phone
1,How does this work without a dongle?
2,Decent mouse for the first couple weeks
1,... ordered a 40 inch to take its place am pleased with
2,Doesn’t fit properly
5,De las ofertas y especiales
3,Gaming mouse
3,"Works OK most of the time. Sometimes, I ..."
5,Perfect replacement for my Bose QC35 headphone cable.
2,Great monitor for the price
1,when looked back to send back it says no returns so it was a complete waste of money
1,Touch screen doesn't work
1,Unhappy
2,Scroll Wheel Dead
3,good for beginners
2,Broken mid roller
1,This phone was great for six months then returned for repairs 6 wks ...
1,2 Units - Both Non-Working
2,Not the best choice.
3,unfortunately I could not use the computer for q arrived ...
3,This one is very awesome. The colors are bright and it's neat to
1,Not very happy considering I'm a first time iPhone user
4,Not out of this world but certainly not awful
2,DOES NOT WORK WELL WITH DELL XPS 13. Drivers ...
1,Very easily broken
1,A friend said the OS is crap too. Ugh
3,. I had to return as theses were unsuitable ...
5,Exactly as said
2,Not clicking!
3,Panasonis headphones
5,really pleased with this purchase came before the advised delivery date ...
1,My experience not so good
5,Bargain buy
4,Check the price
2,Mixed Experience with Mac
4,Good product and I have just ordered again after 8 months of use
5,buy two devices and excellent work are easy to handle
3,Little disappointing.
5,He is happy and as far as I know he is very ...
2,My son was happy with this when it worked
2,"... product is (tested and certified to LOOK and work like new), but the phone is very damage on ..."
3,Barebones
5,expensive looking with excellent functionality of the phone
5,I am very happy with this phone
4,the IPhone is conform to description and looks like a new item
1,NEVER EVEN WORKED
4,It's good.
4,It's good.
1,It's worthless.
5,FIXED! - Does not like Samsung fast charger
2,At first this wasn't bad. It fit a bit off in my hand
5,the T-Mobile rep was able to easily use the phones with SIM cards from T-Mobile
2,"Mouse works, if you don't want to scroll without contemplating suicide."
2,Excellent as long as you keep original receiver
5,Strongly recommended
5,Good Looking
5,"Great, just like new"
1,"Terrible range, don't buy unless sitting right next to the USB."
5,Good value for your money.
5,Excellent Customer Care
1,Doesnt Work Well with Mac Pro
5,Works fine 😁
1,if it always worked it be awesome
5,Protects very well
1,Poor
1,Poor
1,It's the worst $30 investment I've made
1,Keyboard is hit or miss
4,Good phone and it works nicely.
2,I will like to get a replacement
3,Lights dont last.
4,It is much maller than I expected it to be ...
5,iPhone 6 case
1,HORRIBLE CELL PHONE
5,"Quality, fast and useful!"
1,Stopped working after a few days...
3,"Good case, slightly slippery"
5,Good fit
3,The mouse works fine. The key board is funny
5,Great price and quick delivery!
2,"Mouse worked, Keyboard Did not"
4,great length cable
3,Do not get confused with Bluetooth & Wireless
1,what a waste of my money
1,i have been unable to use this phoneit sees the ...
5,I love it
5,I love it
1,Not unlocked
5,Phone charger
3,Not bad!
3,Battery dies within an hour but I feel like all iphone 6's that haven't had a battery replacement ...
4,It doesn't make my phone any bigger and I haven't ...
1,"Connectivity Issues, cheap feel, but fun to smash."
1,D.O.A.
4,fabric is ok.  potato sack material.
3,Good sound but...
3,I loved this keyboard and mouse
1,... mouse was broken and didn't work but it looks cool but is shit
3,I was very disappointed to find out that the extra buttons are not ...
1,"It's 2017, a phone shouldn't be running KitKat."
1,worst screen protector
1,Be very careful with the base and latch!
3,Not the greatest
5,Very convenient cable for micro USB users
1,Worst keyboard I've used
2,Great while it worked!
3,worth every penny of $9.99.
1,I am so not pleased with this order
4,love the case regardless and i have dropped my phone ...
5,Factory reset and in great condition.
4,Could not getthe search bar button to work but after a week it started to function fine.
5,Works great on iPhone 8plus
5,Still going strong
1,Stopped working within 48 hours
1,"my screen is completely shattered while the screen protector has a crack through it"" quite disappointed really."""
1,Well at least most of the keys worked...
3,I have never bought inserts before so I don't have ...
5,Awesome phone. Love the esthetics and functionality
5,... very basic smartphone and this phone was a really good purchase. He is close to 60 years old ...
1,Cant believe i got excited for nothing
5,Immaculate. As good as new!
1,"Beware, JUNK!"
5,nice
4,"Arrived promptly, and seems to work well, without ..."
3,Keyboard died after a month
2,It worked great for a couple of months then started glitching
1,Low height+bed wheel
5,Great Protector
5,Most importantly this phone is very fast and the batter will last you about a full 24 hours.
2,I bought two monitors and the 2nd one has a ...
1,Received but sending back
3,Looks cool and was a good price
4,This set seems to be working nice as per I have used it
5,This is a well price and well-presented case that fits and performs very well.
1,Mouse is not much better. Completely defeats the convenience of having wireless input ...
1,Not working
1,Not working
1,Garbage. Its all refurbished
1,... and I can already tell I am not gonna like this. Good price but the phone is very ...
5,"Mom's new phone, she is very happy with it."
5,Happy 😃 Happy 😃 Happy
1,The key board only lasted for about 5 months before ...
1,Don't buy any phone with this seller. I bought ...
1,Broken new
2,Decent but has problems
3,"Like, extremely frustrating to the point where I avoid ..."
1,"Inconsistent functionality, awful exchange system."
3,Bit disappointed
1,I loved this mouse
1,Where is the help?
1,Defective software
1,Dont purchase if using AT&T
1,I do not recommend!
5,Highly recommend!!
4,Much improved fitting for stay in place security.
2,Low quality sound
5,How big is the phone
1,"After three days, it stopped working properly"
1,Not Unified Receiver Compatible!
1,do not buy this one
3,THE SMELL!
3,Still a nice phone despiter its limitations.
5,so far it's a great buy looks good no added contrac time
1,Do not buy!!!!e
5,"[NEW] OontZ Angle3 :: Crystal Clear Sound, Nice Bass and Louder Volume! ::"
1,Not satified
1,Contrast is very poor. No black color at all
1,Worst mouse ever.
4,"Great headphones with one significant fault, sweat attraction."
1,WORST DEAL EVER!!!
3,Not so great but it is fine.
1,"not unified receiver (why??) kb-ok,mouse-pathetic"
2,Was cool how the colored changed but it didn't last long ...
5,Definitely recommend !!!
3,"Keyboard works fine, but definite lag in mouse response"
1,Battery life on phone is appalling.
5,A Quiet Peaceful World - At Last.
3,Works fine but the having the power/sleep button at the very ...
5,"If you want a good headphone cable, this is the one"
1,Regret it !!
3,Budget short term replacement
5,It's new and the right size with alot of good features.
5,good deal
3,So/So
3,Otherwise fine.
5,"Excellent for me, unbeatable value"
1,bad!
5,Many thanks
1,"Poor fit, very loose"
5,Also company sent 2 free screen protectors whichever I wasn't expecting so a nice bonus. Dropped my phone a week after purchasin
1,Loses Connection
2,"Meh, they isolate sound a bit better than stock but each set will not last very long with regular - careful - usage."
1,Sucks!!
3,All working good except the battery doesn’t hold a charge very long
4,Nice phone case
3,Uncomfortable
2,I thought the accessories that come with the phone will ...
2,No unifying receiver??
3,Not brilliant!
4,you pay what you get for!
1,Do Not Purchase!
5,100% would buy again
1,NOT WORKING AFTER ONLY 5 MONTHS!
4,Good and trustworthy.
5,and is working great.
2,Low response rate
1,Not at all satisfied with this purchase
2,Worked great for the first few weeks I had it
4,Works great! A little thinner than original.
1,Needs some better quality control.
1,where isu damn phone!?? I want my ...
4,Also very easy to switch SIM card for an AT&T carrier
3,Logitech MK270 Wireless Keyboard/Mouse Combo
5,Had other covers for my phone but really pleased with this one
5,Best cover case !
4,Price
1,Horrible purchase experience
1,S*** battery..
2,No good
1,TRASH
5,The phone arrived in perfect conditions. I couldn't tell the difference between it ...
3,was disappointed that it was not
4,Good FM radio.
1,I read the review and it seemed the good out weighted the bad
5,This is perfect for a dorm room because it will fill up ...
5,Didn’t know want to purchase new because he breaks things easily. Works great
1,no good
1,The speaker work fine for about a month and then suddenly it would ...
1,Complete garbage
3,Meh... could be better
5,This is the one.
2,No Unifying Receiver!!
2,Given that my friends have this mouse as well and ...
5,"Well done Amazon ! Just what i needed, just in time !!"
1,I only have this phone for about two months and ...
1,Missing piece
3,"The keyboard is good, the mouse isn't."
1,Two weeks to kaput!
3,3 star headset
5,Does what it says
1,No mic with Headphone
1,"Great sound for all of 30 minutes, then it just dies..."
1,"Doesn't work, but husband didn't even try to plug ..."
1,Small screen and 3g
5,Nice phone
5,Nice phone
5,I washed it with my clothes
3,Works great when it works.
3,"its visible and annoying, since I see it all the time"
1,Had issue in less than a week
5,Collagen Eye Mask - Fantastic !!!
2,It was not compatible with y service and I had ...
3,Keyboard is great but the sensor on the mouse isn't the best ...
1,"The mouse never worked (and yes, we checked battery ..."
5,As expected.
1,Stopped working 2 days after receiving phone
2,ID not working
3,Really great and comfortable but 3 months lasting...
1,THIS KEYBOARD IS HORRIBLE DO NOT BUY
1,Has a known defect on Windows 7. Doubles the letters S and L. Go figure.
1,Replacing batteries weekly
5,So far so good. My son has had the phone for a ...
5,Great phone for a good price
1,Waiting for my refund. Phone was blacklisted and had ...
3,I'm disappointed.
1,defective product
1,defective product
2,Damaged in shipping
1,"Defective on Arrival, no replacements (did get refund from Amazon) TWICE"
2,"The colors are cool, but the buttons don't work."
1,You will probably end up returning this item very soon after purchase.
2,Crappy phone.
3,Get what ya pay for
1,Beware! Reliability Issues.
2,Rubbish - dust between the glass protector and the temporary plastic sheet.
3,"Works OK, but LAGS"
4,Perfect for when you need it.
5,Good Supplier.
1,Unhappy camper.
1,False advertising and totally defective
3,Some defects may occur
5,Impressive for the money
1,Debating if I should try big screeen cell phone gave ...
1,This phone only supports 2g!
3,Other than that it is great. Makes my desk feel neat and clean
2,Disappointed on opening
5,USB OTG connector - Archos 9.7 Tablet
3,Long cord
4,Phone is very good
4,Very pleased with my purchase
5,good quality against the price
5,Perfect purchase!
1,USB Required
2,This is insane to put together and the sheer fabric ...
5,Would purchase again.
2,"Great sound, Not comfortable"
1,Randomly stops working!!
3,Flash Doesn’t Work. Shutter Sound.
4,Very good but not amazing
3,Poor color reproduction for video/photo editing
3,before that it was awesome.
3,Good monitor plug and play but the colour quality and ...
1,Not for Verizon customers!
1,Not wortg it
5,Great little box
1,"it was cool, when it worked"
4,So far good phone. Ring tones could be loader
5,Easy application
5,The thing about smart phones is they either work perfectly or we hate ...
1,you receive K270 not mk
4,It's good for the price
5,Works well
5,Works well
2,Yea.
2,Keyboard Freezes and it's Frustrating
2,mouse stops working after a couple of weeks
2,Find the lights distracting and annoying. No switch to turn it off or options ...
2,Received cheap versions... not even sure if they are the right Logitech endorsed products
4,Product as described.
3,i really liked this mouse and was hoping it would last a ...
5,Excelent for its money
3,It worked like a new phone for 4 or 5 months
3,I don't like this but needed an inexpensive
5,Great condition
5,Classy
1,DO NOT BUY THIS!
2,Wish I had selected something else. Seems dated and numerous issues.
1,Disappointed!!!
5,"Good value, great product"
5,Very happy with this purchase
4,Good buy.
4,Good buy.
5,"Don't be a mindless beats drone, buy these"
5,I would recommend it.
1,It Stinks!
2,good but not great gaming mouse
3,No English documentation at all so don't know what I'm missing though it was easy to install and get working
1,DO NOT BUY THIS MOUSE !!!!!! ABSOLUTE WASTE OF MONEY AND TIME!!!
1,Invest in a better mouse
5,Great headphones but need time to be broken-in.
2,Like some reviews below sometime you have to wait a ...
4,They sold me a great working iPhone.
1,"Terrible mouse, okay keyboard"
4,This protector feels like it will do its job well
3,Worked alright for 10 months.
1,Worked for 10min....
1,ultra budget phone
1,I do not recommend purchasing this
3,Keyboard is pretty good. I like the key tactile nature and ...
1,NOT from AT&T... is Sprint. False Advertisement
5,R eally  C ool  A ndroid
1,Tester
5,Seems brand new
1,It was a refurbished piece of garbage.
1,Don't waste your money !!!!
2,Very annoying..
1,Bad product!
5,It's perfect it doesn't make your phone too bulky and it ...
3,The keyboard works great but the mouse seems to have some problem
5,"I was really surprised because it is not only good, but it is really excelent"
5,Micro USB OTG lead
1,Got the phone last week I changed it when it ...
5,REALLY great value - was so impressed I bought a second one.
1,"Easy install, Keyboard stopped working in 60 days"
1,Bad Budget Phone
3,... bigger that I expected and the side buttons are easy to hit by mistake
5,Very good even in 2017
1,Serious waste of time
2,Doesn't stick well at all!!
1,It does not work
5,Excellent phone for domestic and International
2,There is a horrible delay at times with the keyboard and the mouse
1,TERRIBLE PURCHASE! I'm extremely frustrated with the setup
5,"Great value, amazing quality and customer service"
1,Do not trust vendor
5,... and item and they were so helpful and so nice!
1,Are you serious?
1,After a little over a week of use the mouse ...
4,This phone works ok in the US.
3,Delay
1,Keyboard is great. Mouse doesn't work
3,"this phone was smaller then i expected, can't compete ..."
5,Just amazing. Very relieved.
1,keyboard failed after 7 months
1,Very Poor Quality!
2,Plugged in my old monitor from 2000 and it still works great. SMH
5,Screen protetector
5,Yes would recommend.
1,... and mouse because the reviews and price were both good. However
1,Garbage monitor. Won't last you a year.
3,Terrible software
5,Fast
5,"Looks good with Beats, Controls work with Android phones and Tablets"
1,I bought 2 of these for my sons for Christmas ...
1,Defective phone.
2,Short life span
1,Waste of Money
2,Broke after a few months of use.
2,Has a good shape and feels great in hand
5,Amazing Case and Costumer service
5,Looks a good solid piece of kit.
1,NOT UNLOCKED FOR GSM
2,Worked good for two months
1,Broken out of the box.
5,excellent works with lenovo a2109
5,Hugly recommend.
1,Had it for maybe 1 to 2 weeks and the ...
3,Logitech keyboard and Mouse
3,Love the sound
3,Admit that you put a plastic button that closes your ...
1,Crapshoot
1,Scroll Wheel doesn't work
1,... a clicking noise and mic doesn't work I'm Very disappointed with my order
5,Love this phone works and looks like new
2,Very short range
5,"Good quality, sturdy, phone feels very well protected"
5,looked to be brand new works Great! have had for a few days now with ...
1,"Serious quality issues, mouse doesn't connect, keyboard has keys that went dead."
5,fast delivery
2,Buttons Not Working
5,That you can be trusted!
5,Everything ok!
1,Worse products I can imagine
2,"Quality is lacking, I cant recommend."
3,USB A Female to Micro USB B
1,This product is horrible. The keyboard loses connection intermittently and just stops ...
1,Couldn’t get it unlocked
2,The keys in general feel like garbage. I thought I was getting a replacement ...
1,Deficient Product. Steer Clear!
2,"Wanted to love it, can't."
1,really really really bad! dont let the price fool you
5,Happy with protection so far
3,Is ok but doesn't have the range of the older ...
1,Slow
1,It’s has software issues
2,Worked for ~4 months
1,Can't use it
1,Frustrating loss of communication
1,I love Logitech products
1,One star
3,For digital natives!
3,Horrible wrapping
2,Hardware issue- no LTE on iPhone 6
2,They worked good for 4 months
2,"It works, but I don't like it"
2,Go with a more reliable Logitech product
2,Worst mouse ever
5,This does everything it is suppose to do.
3,Do not yank
3,Tiny Mouse
2,"Buggy -- right after the return/product support window closed, ..."
1,I ordered approximately 20 of these over a 1 month ...
5,The ONLY thing that has helped my dark under eyes!!
3,Lack of information
5,Great purchase!
5,Great purchase!
5,Great purchase!
5,Great purchase!
5,Great purchase!
5,Great purchase!
5,Muy bien
2,Worked great for 2 months :/
1,Apple store says this phone has fake parts inside and will not repair it
5,Best phone for your money
1,Spacebardoesn'twork
1,"Developed pixel issues within a few days, forced to return"
5,"Excellent phone, very satisfied"
2,Brittle.
5,Quality headphones :)
1,This is the worst connection of any wireless keyboard/mouse I have ever used
1,"If you get a defective pair, don't expect any customer service help and say goodbye to your money"
1,I'm very disappointed.
1,110 days and phone is NOT working.  Too bad!
3,"Good keyboard, not so good mouse"
5,"Great Product, Great Seller!"
4,**UPDATE** Bose QC25 vs. Bose QC15....also...vs. Beats Studio vs. Sennheiser PXC 450 vs. Audio-Technica ATH-ANC7b
5,Great Pillow
2,Didn't Work
5,Great product for good price.
5,Best protector by far.
1,While the screen was in great condition and it was unlocked and ready to work ...
1,I am quite disappointed in the choice I've made in the purchase of ...
2,Hopefully unlucky mouse
4,Good headphone with multi device connection problem...
1,"Really bad phone, had so many problems it"
2,cracked after a few weeks
3,It's a good and nice cell but after 6 months of use ...
3,Not recommended for intense gaming
1,Defective
1,Defective
1,Defective
5,I brought this phone for my daughter and she loved it until she cracked the screen after only having ...
2,Battery is a dud
5,GOOD QUALITY CHARGER.
5,Works PERFECTLY in Panama (Central America) with +Móvil (Cable & Wireless)
1,Just be aware...
5,Amazing Gift
1,beware.. it won't last long...
1,"Poor quality, missed keystrokes.  Not recommended."
1,Too Slow even with a brand new laptop..
1,Signals cross between keyboard and computer
3,Durable with flaw
5,Great replacements!
3,Skips key strokes
4,I'm satisfied.
1,Cheap parts
1,No unifying receiver sent. Multiple versions of this model makes finding a unifying receiver confusing.
5,"Excellent phone, meet and beat all expectations"
2,Poor quality doesn't work all the time had to replace
5,Easy to apply - highly recommend
4,I am very satisfied of the improvements of the iphone 6
3,Excellent keyboard Terrible mouse
1,The mouse was missing the USB connection. I only ...
5,I love these pillow covers
1,Not happy with this product at all
3,Good cheap combo
1,Mouse didn't function at all out of the box and ...
2,Big part (battery?) inside rattles. Poorly put together.
1,only lasted three months
1,Fresh from the box fail
5,Good snug fit
3,"The range on the keyboard is very short, I ..."
3,2015 not a great year yet
5,Excellent phone the GPs works good as long as you ...
4,she is happy with the
5,Cheap. Quick delivery. Great product. - Can't ask for more!
1,Id never buy this phone again
5,Refreshing eye gel
5,Superb bit of cable
5,YASSS!
5,YASSS!
5,YASSS!
1,Did not receive everything...
3,"For me, not what it seems."
5,"Soft, luxurious interior and great protection for expensive headphones"
4,great deal
3,"Keyboard is fine, but the center tracking wheel is clunky - ..."
1,Bad! Disappointing at the very least!
3,I absolutely love anytging Amazon
2,Keyboard messes up
5,Happily my hesitancy was completely unfounded
3,I love all my other keyboards and mouses from logitech
1,ALREADY CRACKED WHEN I OPENED IT
2,As soon as I received the phone it looked great but they sent a Samsung charger
1,Horrible product the phone charge doesn't stay more than 3 ...
5,Good quality.
5,Good quality.
5,"I love this phone, it is great!"
5,Very handy connector.
5,So far have worked GREAT. Really like the size of the G1 vs ...
3,Relatively satisfied. One of the mice scroll wheel does not ...
5,Amazing quality
1,Did not recieve usb
3,A good mouse however....
1,Bad buy
4,It’s a good phone but i dislike the camera
5,i really enjoy the phone
1,BE CAREFUL BEFORE YOU DEICED TO BUY THEIR PRODUCTS. ONE PRODUCT HAS DIFFERENT QUALITIES
5,Good value case
1,Randomly stops working
5,Great teepee with great embellishments
3,Stopped working after a year. Havit download page non-existent.
2,Looks better than it works
4,Excellent customer service
2,Don't last long.
2,but the quality of this keyboard/mouse is pretty poor. I've only had it for 8 months ...
1,hate it
3,Ok product
1,"When the phone was delivered to me, the microphone ..."
5,great buy
4,Perfect gift to my parents fo their new
5,Will buy again.
4,UNDERSTANDABLE HAVE A NICE DAY
5,amazing!!
5,Excellent value iPhone 6/7 charger cable
3,Looks like brand new but when I switched it on and ...
3,sufficient
3,so now I am looking for a new phone but I will not buy another one like the RCA M1
1,Hard hit
1,"Lags, slow, not responsive"
2,Not what was described
2,Poor sound quality and very hard to stay in ears
2,good sound overwhelmed by excessive microphonics!
1,It's a cheap replacement mouse.
5,Love this product!
5,Glad I tried cheaper priced hone with RCA quality
3,The mouse worked great for a while but it gets dust in the ...
5,What's not to love??
1,Missing USB--Unusable
1,"The volume and the battery were bad, also they took to long to get me ..."
1,garabage
1,"It is a scam, be careful they are not ..."
1,The phone is not at & t requested a report ...
5,Extremely good!
5,Worked great with my SIM card setting up was just like ...
1,Item arrived without usb plug in for the computer. ...
2,Nice mouse but ready to throw the keyboard in the filing bin.
4,Has kept my headphones in top condition
5,"Good value,great design"
2,or i would give a better review.
5,Quality headphones that sound as good as headphones twice the cost.
1,Do not buy
1,Do not buy
1,Do not buy
1,Do not buy
1,Do not buy
1,Do not buy
2,"Nice design, poor quality control"
4,but I am pleased with it
1,"Acceptable product, non-existant warranty, customer service. I ..."
5,Hsppy
5,the greatest
3,The keyboard works better then the mouse
3,Good Price.  Poor Sound Quality.  Good Fit.
1,Low quality and used
2,Nothing but frustration
3,Works perfectly fine apart from the headphone jack being broken
1,Doesnt have a space for camera
2,I like the finger print so no one can get into ...
2,Too small NOT 18 x 18
3,good but could be better
4,"good photos, works correctly"
1,Main mouse button is horribly hyper active if you click once it auto clicks ...
1,battery was bad. I got this for my grandma to use ...
1,not worth it.
5,Amazing
5,Amazing
5,Amazing
5,Amazing
1,Worst than a mouse trap.
3,"it works just fine, although it's uncomfortable to do so"
3,Uncomfortable but so-so
1,Keyboard has wireless link issues
1,We thought it was at&t but they said his service is active and working so I'm very disappointed and would like a solution to thi
2,The Lighting is nice and bright enough to be noticeable without any extra ...
1,Probably designed to crack so easily to make you believe you have made a big ...
1,Terrible lag and connection - buy something else
5,Amazing lights
3,Do NOT buy if you use monitor arms
2,Mouse = BAD. Keyboard = OK.
1,it was quite good in the first 2-3 days
5,dont believe the knitpickers reviews they are bogus and bs
3,but doesn't make it any less lame. You'd think you could pick your color
1,Doesn’t work!
1,Doesn’t work!
1,Doesn’t work!
1,Doesn’t work!
5,No problems
5,Cellphone in good conditions
2,the mouse is great and everything works fine but 1 thing
5,Essential items
3,"Highly functional and configurable combo, but irritating auto-center mouse feature"
5,I can't imagine anything better.
5,Good protection at a fair price
1,Mouse doesn't seem to work right
3,Bought for bf
3,OK for the purpose of having an unlocked phone. ...
2,"The iPhone wasn't an AT&T, but a sprint phone ..."
1,Waste of Money.
3,"iPhone in good conditions, but came with two problems"
1,Who has actually designed and tested this cable.
1,so now I have a completely useless keyboard and mouse lying around
5,Great gift
4,Worked good. Be careful dyes anything you touch
1,Dissappointed
5,Great product. Easy to install
1,"FAULTY MANUFACTURING, DO NOT BUY"
1,most unreliable Phone
5,The phone was exactly as described if not better!!
2,Missed keystrokes and clicks
1,Would've been great except its not
1,I've had this phone for about two months and my ...
1,This is a poor product with poor support.
1,Very annoying. Tower is less than 3 feet from keyboard ...
3,"The mouse is comfortable enough, but only as a placeholder while you ..."
5,Perfect 👌🏻
1,I have been an amazon prime member for a while wish I could get a credit for this terrible product.
2,We got the mouse and keyboard without the dongle. ...
5,"This was a great buy, phone was like new and work in ..."
3,Received non-Unifying version; interference(?) issues made it unusable
5,Like a brand new phone
1,So so so disappointed with this product
5,It is a fine phone.
2,"I will say that the mouse and keyboard work well and feel sturdy enough, especially for the price"
1,and let me say that this is a terrible phone. Screen is unbelievably fragile
5,in good shape. Would recommend
1,Came with broken right button
1,Great phone. Immaculate condition
1,Don't judge a book by its cover
1,Mouse lasted three months
1,Battery doesn’t last long and have a hard time hearing ...
3,As a mouse it is excellent and I have no complaints
1,I have nothing bad to say about the mouse except it doesn't work ...
2,Doesn't fit the phone
1,DOES NOT FUNTION
1,The mouse is squirrely! It is not controllable. ...
2,Unreliable
5,Does The Job
2,Its 5 monhs since Ive gotten this keyboard and it ...
1,Didn't work. Some keys stick.
2,Lies
2,Disappointed with functionality
5,One of the best phones ever at a low price
1,Worst mistake and i bought 3 as gift during my ...
3,its a pretty comfortable mouse with a sick ambient light design
5,... a decision on weather or not the product is good. I can't recommend this enough especially for the ...
5,This product is by far superior to its same price competitors
3,I want to replace it simply because the reviews seem to be good so far
1,This phone does not worth the bargain
5,(:
3,"but works fine, I guess you can't complain much for a ..."
1,I would have been very happy with this product if it weren't for the mouse
1,Now it seem to have gone for good. a waste of
4,Performs as expected
4,Tidy little low cost smart phone but definately is NOT 4g internal.
1,"this phone is lost/stolen, it locked my sim card ..."
2,Save your greenbacks
1,TERRIBLE
3,"It's usable and good enough, but this world & Logitech are obviously ..."
4,Overall no issues with phone itself but the battery doesn't ...
1,Refund!!!
1,I would love to send this phone back and have another sent ...
5,Does its job
5,Very Good
1,"Do not buy it , the quality is so terrible"
3,A Very Basic Monitor and Non-Standard Mount
2,Lags real bad
2,really loved the look but can't get it to preform
2,Mouse stopped working after 3 1/2 months
3,Fast typers - beware...
5,Fast multi charger
4,Functional clamshell case.
1,It was working fine until a few days ago
3,Purchase at your own risk
2,The device is good for a few weeks
3,not so good for cuba
3,Simple but a good value
1,BATTERY REFUSES TO HOLD A CHARGE.
3,Kept the keyboard (which is a good keyboard so far
5,Fabulous cables delivered in amazing packaging. I wondered what it was when I ...
1,Does not even last 3 months!!!!
4,usb power cable
5,The Iphone 6 is a beautifully sleek phone that is going to feel wonderful in ...
1,Didn’t work properly
2,I got this mouse in October and was great at first by February the center scroller stopped working ...
5,"great value, nice packaging, works"
3,Works great except microphone sounds muffled!
1,Quality sucks.
2,Piece of Junk
1,My son didn't like this because he didn't like buttons for mail and ...
3,Thumbs down
2,Beware of tiny mouse.
2,I never had this issue beforehand but my friends like to use them
1,A little spotty
1,I WOULD NEVER RECOMMEND ANYONE TO PURCHASE THIS PRODUCT
2,Battery won’t stay charged
1,We have been to AT&T 3x since we received the ...
3,Whoa! Slow down.
3,The connector easily bent and broke
5,Super Additional Charger
